,Family,Virus,Abbreviation,Species,Probe,Accession,Identifier,Strand
CM014228.1-M1K2X4,Orthoretrovirus,Manis javanica Endogenous retrovirus group K,MjERVk,Rhinolophus_ferrumequinum,GAG,CM014228.1,M1K2X4,-
CM014230.1-CULHPZ,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,CULHPZ,-
CM014230.1-R89PNX,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,R89PNX,-
CM014230.1-LBN2O5,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014230.1,LBN2O5,+
CM014230.1-WSZN1P,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,WSZN1P,+
CM014230.1-8DZU4A,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,8DZU4A,+
CM014230.1-HARGXU,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,HARGXU,+
CM014230.1-YCM506,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,YCM506,+
CM014230.1-IXGEKY,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014230.1,IXGEKY,+
CM014230.1-AQN09N,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,AQN09N,+
CM014230.1-J7QROK,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,J7QROK,+
CM014230.1-21VMHL,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,21VMHL,+
CM014230.1-31F1VB,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014230.1,31F1VB,+
CM014230.1-QHP83K,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014230.1,QHP83K,+
CM014248.1-J0U66O,Orthoretrovirus,Manis javanica Endogenous retrovirus group K,MjERVk,Rhinolophus_ferrumequinum,GAG,CM014248.1,J0U66O,-
CM014230.1-YJ3IX1,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014230.1,YJ3IX1,+
CM014230.1-2SWVNQ,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,2SWVNQ,+
CM014230.1-DKZAS5,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014230.1,DKZAS5,+
RXPC01000074.1-LUYYET,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,RXPC01000074.1,LUYYET,+
RXPC01000054.1-HU4ZS5,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,RXPC01000054.1,HU4ZS5,-
RXPC01000074.1-H1WWB1,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,RXPC01000074.1,H1WWB1,+
RXPC01000125.1-ZLQ3GS,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,RXPC01000125.1,ZLQ3GS,-
RXPC01000125.1-XVEHM0,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,RXPC01000125.1,XVEHM0,-
RXPC01000125.1-HSJJN5,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,RXPC01000125.1,HSJJN5,+
RXPC01000125.1-QJBO3O,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,RXPC01000125.1,QJBO3O,+
RXPC01000010.1-WWXMAM,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,RXPC01000010.1,WWXMAM,-
RXPC01000010.1-X3U7V0,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,RXPC01000010.1,X3U7V0,-
CM014234.1-VPLK2H,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014234.1,VPLK2H,-
CM014234.1-W3NZ0V,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014234.1,W3NZ0V,-
CM014234.1-L7HT86,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014234.1,L7HT86,-
CM014234.1-V4GBYD,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014234.1,V4GBYD,-
CM014234.1-C8VRSO,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014234.1,C8VRSO,-
CM014234.1-HITKNS,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014234.1,HITKNS,-
CM014234.1-I342IN,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014234.1,I342IN,-
CM014233.1-JXBJJW,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014233.1,JXBJJW,+
CM014233.1-JUOEZV,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014233.1,JUOEZV,+
CM014233.1-JYMFWH,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014233.1,JYMFWH,+
CM014233.1-F33MXI,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014233.1,F33MXI,+
CM014239.1-KNKJ77,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014239.1,KNKJ77,+
CM014233.1-WV71RA,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014233.1,WV71RA,+
CM014233.1-NC62US,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014233.1,NC62US,+
CM014243.1-Y1QEZ3,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014243.1,Y1QEZ3,-
CM014226.1-GTU3JV,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,GTU3JV,-
CM014243.1-ZVXZ55,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014243.1,ZVXZ55,-
CM014243.1-XL1F8D,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014243.1,XL1F8D,-
CM014243.1-5KGM28,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014243.1,5KGM28,-
CM014226.1-SPXBNM,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,SPXBNM,-
CM014229.1-NVNGSL,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014229.1,NVNGSL,-
CM014229.1-AYMAC5,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014229.1,AYMAC5,-
CM014229.1-KPLT6G,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014229.1,KPLT6G,-
CM014229.1-X1O610,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014229.1,X1O610,-
CM014229.1-9GJ8JP,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014229.1,9GJ8JP,-
CM014236.1-RQIQNE,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014236.1,RQIQNE,-
CM014236.1-HH1302,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014236.1,HH1302,-
CM014226.1-P3CH2N,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,P3CH2N,-
CM014236.1-GLD3X7,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014236.1,GLD3X7,-
CM014236.1-7Z4X3O,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014236.1,7Z4X3O,-
CM014236.1-N6KMGB,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014236.1,N6KMGB,-
CM014236.1-9WV2V6,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014236.1,9WV2V6,-
CM014236.1-KHABIV,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014236.1,KHABIV,-
CM014236.1-U4E39Q,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014236.1,U4E39Q,-
CM014236.1-QRWWGH,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014236.1,QRWWGH,-
CM014236.1-14YBZR,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014236.1,14YBZR,-
CM014236.1-UVHBZF,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014236.1,UVHBZF,+
CM014236.1-S511GE,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014236.1,S511GE,+
CM014236.1-SWVGWY,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014236.1,SWVGWY,+
CM014236.1-6XUUK8,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014236.1,6XUUK8,+
CM014236.1-ZAYUFU,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014236.1,ZAYUFU,+
CM014236.1-VREPK4,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014236.1,VREPK4,+
CM014236.1-BW29GS,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014236.1,BW29GS,+
CM014236.1-TY3LSI,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014236.1,TY3LSI,+
CM014226.1-SKPGDC,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,SKPGDC,-
CM014244.1-9C3ZP7,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014244.1,9C3ZP7,+
CM014244.1-BMYSQT,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014244.1,BMYSQT,+
CM014244.1-D7JMRJ,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014244.1,D7JMRJ,+
CM014244.1-YOHBY0,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014244.1,YOHBY0,+
CM014244.1-7XGPID,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014244.1,7XGPID,+
CM014244.1-YC4CYW,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014244.1,YC4CYW,+
CM014244.1-TPRC2I,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014244.1,TPRC2I,-
CM014244.1-78ZR36,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014244.1,78ZR36,-
CM014244.1-FOKKUW,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014244.1,FOKKUW,-
RXPC01000012.1-COZICP,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,RXPC01000012.1,COZICP,+
RXPC01000012.1-VIKZWS,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,RXPC01000012.1,VIKZWS,+
RXPC01000020.1-Y2JNNR,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,RXPC01000020.1,Y2JNNR,-
CM014226.1-FOZXD0,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,FOZXD0,-
CM014235.1-4YPL0O,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014235.1,4YPL0O,-
CM014235.1-CQR2QM,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014235.1,CQR2QM,-
CM014235.1-QWZ2ZF,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014235.1,QWZ2ZF,-
CM014235.1-F01ZHV,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014235.1,F01ZHV,-
CM014235.1-SF921R,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014235.1,SF921R,-
CM014228.1-9ASVRO,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014228.1,9ASVRO,+
CM014228.1-DEZPQ8,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014228.1,DEZPQ8,+
CM014228.1-5TO9TL,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014228.1,5TO9TL,+
CM014228.1-W7BIOJ,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014228.1,W7BIOJ,+
CM014228.1-GPYPUH,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014228.1,GPYPUH,+
CM014252.1-2VB1I2,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014252.1,2VB1I2,-
RXPC01000118.1-CZBEBN,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,RXPC01000118.1,CZBEBN,+
RXPC01000118.1-BTELFX,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,RXPC01000118.1,BTELFX,+
RXPC01000118.1-3RADVQ,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,RXPC01000118.1,3RADVQ,+
RXPC01000118.1-IS5L0S,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,RXPC01000118.1,IS5L0S,+
CM014242.1-YLL4WT,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014242.1,YLL4WT,-
CM014242.1-FF9HDQ,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014242.1,FF9HDQ,-
CM014226.1-XR1I6R,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,XR1I6R,-
CM014245.1-OC5QMA,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014245.1,OC5QMA,-
CM014245.1-9AA9BW,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014245.1,9AA9BW,-
CM014245.1-NQ9PGE,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014245.1,NQ9PGE,-
CM014245.1-TS90X2,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014245.1,TS90X2,-
CM014226.1-TGIF81,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,TGIF81,-
CM014230.1-YJ3D3H,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014230.1,YJ3D3H,-
CM014230.1-XGDEHT,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014230.1,XGDEHT,-
CM014230.1-KZVJI6,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014230.1,KZVJI6,-
CM014230.1-UI1HZ9,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014230.1,UI1HZ9,-
CM014230.1-X6AFBO,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014230.1,X6AFBO,-
CM014230.1-RAI82K,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014230.1,RAI82K,-
CM014230.1-46BMZY,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014230.1,46BMZY,-
CM014230.1-MNA6PY,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014230.1,MNA6PY,-
CM014230.1-Y1LA7A,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014230.1,Y1LA7A,-
CM014230.1-HOMQ8A,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014230.1,HOMQ8A,-
CM014230.1-1ZRZL8,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014230.1,1ZRZL8,-
CM014230.1-YMY42P,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014230.1,YMY42P,-
CM014230.1-3QABJI,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014230.1,3QABJI,-
CM014230.1-G5LMSL,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014230.1,G5LMSL,-
CM014230.1-LUTPVX,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014230.1,LUTPVX,-
CM014230.1-MRFCVY,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014230.1,MRFCVY,-
CM014226.1-FL04L1,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,FL04L1,+
CM014226.1-56OYAS,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,GAG,CM014226.1,56OYAS,+
CM014244.1-P33MCQ,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014244.1,P33MCQ,+
CM014244.1-J8CCDR,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014244.1,J8CCDR,+
CM014244.1-QTAWHQ,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014244.1,QTAWHQ,+
CM014244.1-31J2Q0,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014244.1,31J2Q0,+
CM014244.1-2PW0WQ,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014244.1,2PW0WQ,+
CM014244.1-D2A2Z6,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014244.1,D2A2Z6,+
CM014244.1-1M0L3J,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014244.1,1M0L3J,+
CM014227.1-PLP5A2,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014227.1,PLP5A2,-
CM014227.1-JDVWWK,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014227.1,JDVWWK,-
CM014227.1-Z5ZKEE,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014227.1,Z5ZKEE,-
CM014227.1-A132IV,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014227.1,A132IV,-
CM014232.1-X4TTTZ,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014232.1,X4TTTZ,+
CM014232.1-FR4ZYH,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014232.1,FR4ZYH,+
CM014232.1-HA1UTR,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014232.1,HA1UTR,+
CM014232.1-URVIN2,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014232.1,URVIN2,+
CM014232.1-P9HV7I,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014232.1,P9HV7I,+
CM014232.1-ZXVT65,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014232.1,ZXVT65,+
CM014226.1-XI7TGM,Lentivirus,Human immunodeficiency virus 1,HIV-1,Rhinolophus_ferrumequinum,POL,CM014226.1,XI7TGM,+
CM014229.1-5UF0LQ,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014229.1,5UF0LQ,-
CM014229.1-KJQLK7,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014229.1,KJQLK7,-
CM014229.1-SEGLRD,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014229.1,SEGLRD,-
CM014243.1-J5ZZXM,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014243.1,J5ZZXM,-
CM014229.1-SPZ6PA,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014229.1,SPZ6PA,-
CM014243.1-6RKE4A,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014243.1,6RKE4A,-
CM014243.1-AZEHRU,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014243.1,AZEHRU,-
CM014243.1-19IK4G,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014243.1,19IK4G,-
CM014243.1-2UVMMS,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014243.1,2UVMMS,-
CM014243.1-ESMZ9T,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014243.1,ESMZ9T,-
CM014228.1-CP0WDH,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014228.1,CP0WDH,+
CM014228.1-F49DBB,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014228.1,F49DBB,+
CM014228.1-HXFHBQ,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014228.1,HXFHBQ,+
CM014228.1-0TQVNU,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014228.1,0TQVNU,+
CM014228.1-200B0G,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014228.1,200B0G,+
CM014228.1-GCGP2S,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014228.1,GCGP2S,+
CM014228.1-MOW02E,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014228.1,MOW02E,+
CM014228.1-FBMMFB,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014228.1,FBMMFB,+
CM014236.1-WDPLAQ,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014236.1,WDPLAQ,-
CM014236.1-PN4DBA,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014236.1,PN4DBA,-
CM014236.1-28P0DA,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014236.1,28P0DA,-
CM014236.1-C3AO3F,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014236.1,C3AO3F,-
CM014236.1-O28NLR,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014236.1,O28NLR,-
CM014236.1-CKA32E,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014236.1,CKA32E,-
CM014236.1-9LIRBY,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014236.1,9LIRBY,-
CM014236.1-5O2Z8N,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014236.1,5O2Z8N,-
CM014236.1-G9A8C9,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014236.1,G9A8C9,-
CM014236.1-X1U5DW,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014236.1,X1U5DW,-
CM014236.1-0436MR,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014236.1,0436MR,-
CM014236.1-4TDA07,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014236.1,4TDA07,-
CM014236.1-BFXFC6,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014236.1,BFXFC6,-
